# Cambodia Postal Codes - English Names Only
# Format: postal_code|English Name
# Khmer names will be added in a separate step

# Page 3: Banteay Meanchey Province (01)
120207|Sangkat Chakto Mukh
120208|Sangkat Chey Chumneah
120209|Sangkat Phsar Chas
120210|Sangkat Srah Chak
120211|Sangkat Voat Phnum
120300|Khan Prampir Meakkakra
120301|Sangkat Ou Ruessei Ti Muoy
120302|Sangkat Ou Ruessei Ti Pir
120303|Sangkat Ou Ruessei Ti Bei

# Page 32
120304|Sangkat Ou Ruessei Ti Buon
120305|Sangkat Meakhnoum
120306|Sangkat Mittakpheap
120307|Sangkat Veal Vung
120308|Sangkat Boeng Proluet
120400|Khan Tuol Kouk
120401|Sangkat Phsar Depou Ti Muoy
120402|Sangkat Phsar Depou Ti Pir
120403|Sangkat Phsar Depou Ti Bei
120404|Sangkat Tuek Lak Ti Muoy
120405|Sangkat Tuek Lak Ti Pir
120406|Sangkat Tuek Lak Ti Bei
120407|Sangkat Boeng Kak Ti Muoy
120408|Sangkat Boeng Kak Ti Pir
120409|Sangkat Phsar Daeum Kor
120410|Sangkat Boeng Salang
120500|Khan Dangkao
120501|Sangkat Dangkao
120507|Sangkat Pong Tuek
120508|Sangkat Prey Veaeng
120510|Sangkat Prey Sa
120512|Sangkat Krang Pungro
120514|Sangkat Sak Sampov
120515|Sangkat Cheung Aek
120516|Sangkat Kong Noy
120517|Sangkat Preaek Kampues
120518|Sangkat Rolous
120519|Sangkat Spean Thma
120520|Sangkat Tien
120600|Khan Mean Chey
120601|Sangkat Chak Angrae Leu
120602|Sangkat Chak Angrae Kraom
120603|Sangkat Stueng Mean Chey Ti Muoy
120604|Sangkat Stueng Mean Chey Ti Pir

# Page 33
120610|Sangkat Stueng Mean Chey Ti Bei
120611|Sangkat Boeng Tumpun Ti Muoy
120612|Sangkat Boeng Tumpun Ti Pir
120700|Khan Ruessei Kaev
120703|Sangkat Svay Pak
120704|Sangkat Kileumaet Lekh Prammuoy
120706|Sangkat Ruessei Kaev
120711|Sangkat Chrang Chamreh Ti Muoy
120712|Sangkat Chrang Chamreh Ti Pir
120713|Sangkat Tuol Sangkae Ti Muoy
120714|Sangkat Tuol Sangkae Ti Pir
120800|Khan Saen Sokh
120801|Sangkat Phnum Penh Thmei
120802|Sangkat Tuek Thla
120803|Sangkat Khmounh
120804|Sangkat Krang Thrnung
120805|Sangkat Ou Baek Kam
120806|Sangkat Kouk Khleang
120900|Khan Pou Saen Chey
120911|Sangkat Samraong Kraom
120912|Sangkat Trapeang Krasang
120914|Sangkat Kakab Ti Muoy
120915|Sangkat Kakab Ti Pir
120916|Sangkat Chaom Chau Ti Muoy
120917|Sangkat Chaom Chau Ti Pir
120918|Sangkat Chaom Chau Ti Bei
121000|Khan Chbar Ampov
121001|Sangkat Kbal Kaoh
121002|Sangkat Chbar Ampov Ti Muoy
121003|Sangkat Chbar Ampov Ti Pir
121004|Sangkat Nirouth
121005|Sangkat Preaek Pra

# Page 34
121006|Sangkat Preaek Aeng
121007|Sangkat Preaek Thmei
121008|Sangkat Veal Sbouv
121100|Khan Chrouy Changvar
121101|Sangkat Kaoh Dach
121102|Sangkat Chrouy Changvar
121103|Sangkat Bak Khaeng
121104|Sangkat Preaek Lieb
121105|Sangkat Preaek Ta Sek
121200|Khan Preaek Pnov
121201|Sangkat Kouk Roka
121202|Sangkat Preaek Phnov
121203|Sangkat Ponhea Pun
121204|Sangkat Punsang
121205|Sangkat Samraong
121300|Khan Boeng Keng Kang
121301|Sangkat Boeng Keng Kang Ti Muoy
121302|Sangkat Boeng Keng Kang Ti Pir
121303|Sangkat Boeng Keng Kang Ti Bei
121304|Sangkat Oulampik
121305|Sangkat Tumnub Tuek
121306|Sangkat Tuol Svay Prey Ti Muoy
121307|Sangkat Tuol Svay Prey Ti Pir
121400|Khan Kamboul
121401|Sangkat Kamboul
121402|Sangkat Kantaok
121403|Sangkat Ovlaok
121404|Sangkat Snao
121405|Sangkat Phleung Chheh Roteh
121406|Sangkat Boeng Thum
121407|Sangkat Prateah Lang

# Province 13: Preah Vihear
130000|Preah Vihear Province

# Page 35
130100|Chey Saen District
130101|Sang Commune
130102|Tasu Commune
130103|Khyang Commune
130104|Chrach Commune
130105|Thmea Commune
130106|Putrea Commune
130200|Chhaeb District
130201|Chhaeb Muoy Commune
130202|Chhaeb Pir Commune
130203|Sangkae Muoy Commune
130204|Sangkae Pir Commune
130205|Mlu Prey Muoy Commune
130206|Mlu Prey Pir Commune
130207|Kampong Sralau Muoy Commune
130208|Kampong Sralau Pir Commune
130300|Choam Khsan District
130301|Choam Ksan Commune
130302|Tuek Kraham Commune
130303|Pring Thum Commune
130304|Rumdaoh Srae Commune
130305|Yeang Commune
130306|Kantuot Commune
130307|Morokat Commune
130308|Sra Aem Commune
130400|Kuleaen District
130401|Kuleaen Tboung Commune
130402|Kuleaen Cheung Commune
130403|Thmei Commune
130404|Phnum Penh Commune
130405|Phnum Tbaeng Pir Commune
130406|Srayang Commune
130500|Rovieng District
130501|Robieb Commune

# Page 36
130502|Reaksmei Commune
130503|Rohas Commune
130504|Rung Roeang Commune
130505|Rik Reay Commune
130506|Ruos Roan Commune
130507|Rottaknak Commune
130508|Rieb Roy Commune
130509|Reaksa Commune
130510|Rumdaoh Commune
130511|Rumtum Commune
130512|Rummeakney Commune
130600|Sangkum Thmei District
130601|Chamraeun Commune
130602|Ro Ang Commune
130603|Phnum Tbaeng Muoy Commune
130604|Sdau Commune
130605|Reaknak Se Commune
130700|Tbaeng Mean Chey District
130703|Chhean Mukh Commune
130704|Pou Commune
130705|Pramae Commune
130706|Preah Khleang Commune
130800|Preah Vihear Municipality
130801|Sangkat Kampong Pranak
130802|Sangkat Pal Hal

# Province 14: Prey Veng
140000|Prey Veng Province
140100|Ba Phnum District
140101|Boeng Preah Commune
140102|Cheung Phnum Commune
140103|Chheu Kach Commune
140104|Reak Chey Commune
140105|Roung Damrei Commune
140106|Sdau Kaong Commune
140107|Spueu Ka Commune

# Page 37
140108|Spueu Kha Commune
140109|Theay Commune
140200|Kamchay Mear District
140201|Cheach Commune
140202|Doun Koeng Commune
140203|Kranhung Commune
140204|Krabau Commune
140205|Seang Khveang Commune
140206|Smaong Cheung Commune
140207|Smaong Tboung Commune
140208|Trabaek Commune
140300|Kampong Trabaek District
140301|Ansaong Commune
140302|Cham Commune
140303|Cheang Daek Commune
140304|Chrey Commune
140305|Kansaom Ak Commune
140306|Kou Khchak Commune
140307|Kampong Trabaek Commune
140308|Peam Muntear Commune
140309|Prasat Commune
140310|Pratheat Commune
140311|Prey Chhor Commune
140312|Prey Poun Commune
140313|Thkouv Commune
140400|Kanhchriech District
140401|Chong Ampil Commune
140402|Kanhchriech Commune
140403|Kdoeang Reay Commune
140404|Kouk Kung Kaeut Commune
140405|Kouk Kung Lech Commune
140406|Preal Commune
140407|Thma Pun Commune
140408|Tnaot Commune
140500|Me Sang District

# Page 38
140501|Angkor Sar Commune
140502|Chres Commune
140503|Chi Phoch Commune
140504|Prey Khnes Commune
140505|Prey Rumdeng Commune
140506|Prey Totueng Commune
140507|Svay Chrum Commune
140508|Trapeang Srae Commune
140600|Peam Chor District
140601|Angkor Ang Commune
140602|Kampong Prasat Commune
140603|Kaoh Chek Commune
140604|Kaoh Roka Commune
140605|Kaoh Sampov Commune
140606|Krang Ta Yang Commune
140607|Preaek Krabau Commune
140608|Preaek Sambour Commune
140609|Ruessei Srok Commune
140610|Svay Phluoh Commune
140700|Peam Ro District
140701|Ba Baong Commune
140702|Barlech Prasat Commune
140703|Neak Loeang Commune
140704|Peam Mean Chey Commune
140705|Peam Ro Commune
140706|Preaek Khsay Ka Commune
140707|Preaek Khsay Kha Commune
140708|Prey Kandieng Commune
140800|Pea Reang District
140801|Kampong Popil Commune
140802|Kanhcham Commune
140803|Kampong Prang Commune
140804|Mesar Prachan Commune
140805|Prey Pnov Commune
140806|Prey Sniet Commune

# Page 39
140809|Prey Sraket Commune
140810|Reab Commune
140811|Roka Commune
140900|Preah Sdach District
140901|Angkor Reach Commune
140902|Banteay Chakrei Commune
140903|Boeng Daol Commune
140904|Chey Kampok Commune
140905|Kampong Soeng Commune
140906|Krang Svay Commune
140907|Lvea Commune
140908|Preah Sdach Commune
140909|Reathor Commune
140910|Rumchek Commune
140911|Sena Reach Otdam Commune
141000|Prey Veaeng Municipality
141001|Sangkat Baray
141002|Sangkat Cheung Tuek
141003|Sangkat Kampong Leav
141004|Sangkat Ta Kao
141100|Pou Rieng District
141101|Pou Rieng Commune
141102|Preaek Anteah Commune
141103|Preaek Chrey Commune
141104|Prey Kanlaong Commune
141105|Kampong Ruessei Commune
141106|Preaek Ta Sar Commune
141110|Sithor Kandal District
141200|Sithor Kandal District
141201|Ampil Krav Commune
141202|Chrey Khmum Commune
141203|Lve Commune
141204|Pnov Ti Muoy Commune
141205|Pnov Ti Pir Commune
141206|Pou Ti Commune

# Page 40
141207|Preaek Changkran Commune
141208|Prey Daeum Thnoeng Commune
141209|Prey Tueng Commune
141210|Rumlech Commune
141211|Ruessei Sanh Commune
141300|Svay Antor District
141301|Angkor Tret Commune
141302|Chea Khiang Commune
141303|Chrey Commune
141304|Damrei Puon Commune
141305|Me Bon Commune
141306|Pean Roung Commune
141307|Popueus Commune
141308|Prey Khla Commune
141309|Samraong Commune
141310|Svay Antor Commune
141311|Tuek Thla Commune

# Province 15: Pursat
150000|Pursat Province
150100|Bakan District
150101|Boeng Bat Kandaol Commune
150102|Boeng Khnar Commune
150103|Khnar Totueng Commune
150104|Me Tuek Commune
150105|Ou Ta Paong Commune
150106|Rumlech Commune
150107|Snam Preah Commune
150108|Svay Doun Kaev Commune
150109|Trapeang Chong Commune
150200|Kandieng District
150201|Anlung Vil Commune
150202|Kandieng Commune
150203|Kanhchor Commune
150204|Reang Ti Commune

# Page 41
150205|Srae Sdok Commune
150206|Svay Luong Commune
150207|Sya Commune
150208|Veal Commune
150209|Kaoh Chum Commune
150210|Krakor District
150300|Krakor District
150301|Anlung Tnaot Commune
150302|Ansa Chambak Commune
150303|Boeng Kantuot Commune
150304|Chheu Tom Commune
150305|Kampong Luong Commune
150306|Kampong Pou Commune
150307|Kbal Trach Commune
150308|Ou Sandan Commune
150309|Sna Ansa Commune
150310|Svay Sa Commune
150311|Tnaot Chum Commune
150400|Phnum Kravanh District
150401|Bak Chenhchien Commune
150402|Leach Commune
150403|Prongil Commune
150404|Rokat Commune
150405|Santreae Commune
150406|Samraong Commune
150407|Pousat Municipality
150500|Pousat Municipality
150501|Sangkat Chamraeun Phal
150502|Sangkat Lolok Sa
150503|Sangkat Phteah Prey
150504|Sangkat Prey Nhi
150505|Sangkat Roleab
150506|Sangkat Svay At
150507|Sangkat Banteay Dei
150600|Veal Veaeng District
150601|Ou Saom Commune
150602|Krapeu Pir Commune

# Page 42
150603|Anlung Reab Commune
150604|Pramaoy Commune
150605|Thma Da Commune
150700|Ta Lou Saen Chey District
150701|Ta Lou Commune
150702|Phteah Rung Commune

# Province 16: Ratanak Kiri
160000|Ratanak Kiri Province
160100|Andoung Meas District
160101|Malik Commune
160102|Nhang Commune
160103|Ta Lav Commune
160104|Ban Lung Municipality
160200|Ban Lung Municipality
160201|Sangkat Kachanh
160202|Sangkat Labansiek
160203|Sangkat Yeak Laom
160204|Sangkat Boeng Kansaeng
160300|Bar Kaev District
160301|Kak Commune
160302|Keh Chong Commune
160303|La Minh Commune
160304|Lung Khung Commune
160305|Seung Commune
160306|Ting Chak Commune
160400|Koun Mom District
160401|Serei Mangkul Commune
160402|Srae Angkrong Commune
160403|Ta Ang Commune
160404|Teun Commune
160405|Trapeang Chres Commune
160406|Trapeang Kraham Commune
160500|Lumphat District
160501|Chey Otdam Commune
160502|Ka Laeng Commune
160503|Lbang Muoy Commune

# Page 43
160504|Lbang Pir Commune
160505|Ba Tang Commune
160506|Seda Commune
160600|Ou Chum District
160601|Cha Ung Commune
160602|Pouy Commune
160603|Aekakpheap Commune
160604|Kalai Commune
160605|Ou Chum Commune
160606|Sammeakki Commune
160607|Lak Commune
160700|Ou Ya Dav District
160701|Bar Kham Commune
160702|Lum Choar Commune
160703|Pak Nhai Commune
160704|Pa Te Commune
160705|Sesan Commune
160706|Saom Thum Commune
160707|Ya Tung Commune
160800|Ta Veaeng District
160801|Ta Veaeng Leu Commune
160802|Ta Veaeng Kraom Commune
160900|Veun Sai District
160901|Pong Commune
160902|Hat Pak Commune
160903|Ka Choun Commune
160904|Kaoh Pang Commune
160905|Kaoh Peak Commune
160906|Kok Lak Commune
160907|Pa Kalan Commune
160908|Phnum Kok Commune
160909|Veun Sai Commune

# Province 17: Siem Reap
170000|Siem Reap Province
170100|Angkor Chum District

# Page 44
170101|Char Chhuk Commune
170102|Doun Paeng Commune
170103|Kouk Doung Commune
170104|Koul Commune
170105|Nokor Pheas Commune
170106|Srae Khvav Commune
170107|Ta Saom Commune
170200|Angkor Thum District
170201|Chub Ta Trav Commune
170202|Leang Dai Commune
170203|Peak Snaeng Commune
170204|Svay Chek Commune
170300|Banteay Srei District
170301|Khnar Sanday Commune
170302|Khun Ream Commune
170303|Preah Dak Commune
170304|Rumchek Commune
170305|Tbaeng Commune
170400|Chi Kraeng District
170401|Anlung Samnar Commune
170402|Chi Kraeng Commune
170403|Kampong Kdei Commune
170404|Khvav Commune
170405|Kouk Thlok Kraom Commune
170406|Kouk Thlok Leu Commune
170407|Lveaeng Ruessei Commune
170408|Pungro Kraom Commune
170409|Pungro Leu Commune
170410|Ruessei Lok Commune
170411|Sangveauy Commune
170412|Spean Tnaot Commune
170500|Kralanh District
170501|Chanleas Dai Commune
170502|Kampong Thkov Commune
170503|Kralanh Commune

# Page 45
170504|Krouch Kor Commune
170505|Roung Kou Commune
170506|Sambuor Commune
170507|Saen Sokh Commune
170508|Snoul Commune
170509|Sranal Commune
170510|Ta An Commune
170600|Puok District
170701|Sasar Sdam Commune
170702|Doun Kaev Commune
170703|Kdei Run Commune
170704|Kaev Poar Commune
170705|Khnat Commune
170706|Lvea Commune
170707|Mukh Paen Commune
170708|Pou Treay Commune
170709|Puok Commune
170710|Prey Chruk Commune
170711|Reul Commune
170712|Samraong Yea Commune
170713|Trei Nhoar Commune
170714|Yeang Commune
170700|Prasat Bakong District
170901|Bakong Commune
170902|Kampong Phluk Commune
170903|Kantreang Commune
170904|Kandaek Commune
170905|Mean Chey Commune
170906|Rolous Commune
170907|Trapeang Thum Commune
170908|Ampil Commune
170800|Siem Reap Municipality
170801|Sangkat Sla Kram
170802|Sangkat Svay Dankum
170803|Sangkat Kouk Chak

# Page 46
170804|Sangkat Sala Kamraeuk
170805|Sangkat Nokor Thum
170806|Sangkat Chreav
170807|Sangkat Chong Khnies
170808|Sangkat Sambour
170809|Sangkat Siem Reap
170810|Sangkat Srangae
170811|Sangkat Krabei Riel
170812|Sangkat Tuek Vil
170900|Sout Nikum District
170901|Chan Sa Commune
170902|Dam Daek Commune
170903|Dan Run Commune
170904|Kampong Khleang Commune
170905|Kien Sangkae Commune
170906|Khchas Commune
170907|Khnar Pou Commune
170908|Popel Commune
170909|Samraong Commune
170910|Ta Yaek Commune
171000|Srei Snam District
171001|Chrouy Neang Nguon Commune
171002|Klang Hay Commune
171003|Tram Sasar Commune
171004|Moung Commune
171005|Prei Commune
171006|Slaeng Spean Commune
171100|Svay Leu District
171101|Boeng Mealea Commune
171102|Kantuot Commune
171103|Khnang Phnum Commune
171104|Svay Leu Commune
171105|Ta Siem Commune
171200|Varin District
171401|Prasat Commune
171402|Lvea Krang Commune
171403|Srae Nouy Commune
171404|Svay Sa Commune
171405|Varin Commune
171300|Run Ta Aek Techou Saen Municipality
171501|Sangkat Run Ta Aek
171502|Sangkat Ballang

# Province 18: Sihanoukville
180000|Sihanoukville Province
180100|Preah Sihanouk Municipality
180101|Sangkat Lekh Muoy
180102|Sangkat Lekh Pir
180103|Sangkat Lekh Bei
180104|Sangkat Lekh Buon
180200|Prey Nub District
180201|Andoung Thma Commune
180202|Cheung Kou Commune
180204|Prey Nub Commune
180205|Sammeakki Commune
180206|Samrong Commune
180210|Tuek Lak Commune
180211|Tuek Thla Commune
180212|Tuol Totueng Commune
180213|Veal Ranh Commune
180214|Ta Ney Commune
180215|Stueng Hav District
180300|Stueng Hav District
180301|Kampenh Commune
180302|Ou Treh Commune
180303|Tumnub Rolok Commune
180304|Kaev Phos Commune
180400|Kampong Seila District
180401|Chamkar Luong Commune
180402|Kampong Seila Commune

# Page 48
180403|Ou Bak Roteh Commune
180404|Stueng Chhay Commune
180500|Kaoh Rong Municipality
180501|Sangkat Kaoh Rong
180502|Sangkat Kaoh Rong Sanloem
180600|Kampong Saom Municipality
180601|Sangkat Boeng Ta Prum
180602|Sangkat Bet Trang
180603|Sangkat Ou Chrov
180604|Sangkat Ou Oknha Heng
180605|Sangkat Ream

# Province 19: Stung Treng
190000|Stung Treng Province
190100|Sesan District
190101|Kamphun Commune
190102|Kbal Romeas Commune
190103|Phluk Commune
190104|Samkhuoy Commune
190105|Sdau Commune
190106|Srae Kor Commune
190107|Ta Lat Commune
190200|Siem Bouk District
190201|Kaoh Preah Commune
190202|Kaoh Sampeay Commune
190203|Kaoh Sralay Commune
190204|Ou Mreah Commune
190205|Ou Ruessei Kandal Commune
190206|Siem Bouk Commune
190207|Srae Krasang Commune
190300|Siem Pang District
190301|Preaek Meas Commune
190302|Sekong Commune
190303|Santepheap Commune
190304|Srae Sambour Commune

# Page 49
190305|Thma Kaev Commune
190400|Stueng Traeng Municipality
190401|Sangkat Stueng Traeng
190402|Sangkat Srah Ruessei
190403|Sangkat Preah Bat
190404|Sangkat Sameakki
190500|Thala Barivat District
190501|Anlung Phe Commune
190502|Chamkar Leu Commune
190503|Kang Cham Commune
190504|Anlung Chrey Commune
190505|Ou Rai Commune
190506|Sam Ang Commune
190507|Srae Ruessei Commune
190510|Thala Barivat Commune
190511|Borei Ou svay Saen Chey District
190600|Borei Ou svay Saen Chey District
190601|Ou Svay Commune
190602|Kaoh Snaeng Commune
190603|Preah Rumkel Commune

# Province 20: Svay Rieng
200000|Svay Rieng Province
200100|Chantrea District
200101|Chantrea Commune
200103|Chres Commune
200104|Me Sar Thngak Commune
200105|Prey Kokir Commune
200106|Samraong Commune
200109|Tuol Sdei Commune
200110|Kampong Rou District
200200|Kampong Rou District
200201|Banteay Krang Commune
200202|Nhor Commune
200203|Khsaet Commune
200204|Preah Punlea Commune
200205|Prey Thum Commune
200206|Reach Muni Commune

# Page 50
200207|Samlei Commune
200208|Samyaong Commune
200209|Svay Ta Yean Commune
200211|Thmei Commune
200212|Tnaot Commune
200300|Rumduol District
200301|Bos Mon Commune
200302|Thmea Commune
200303|Kampong Chak Commune
200304|Chrung Popel Commune
200305|Kampong Ampil Commune
200306|Meun Chey Commune
200307|Pong Tuek Commune
200308|Sangkae Commune
200309|Svay Chek Commune
200310|Thna Thrung Commune
200400|Romeas Haek District
200401|Ampil Commune
200402|Andoung Pou Commune
200403|Andoung Trabaek Commune
200404|Ang Prasrae Commune
200405|Chantrei Commune
200406|Chrey Thum Commune
200407|Doung Commune
200408|Kampong Trach Commune
200409|Kokir Commune
200410|Krasang Commune
200411|Mukh Da Commune
200412|Mream Commune
200413|Sambur Commune
200414|Sambat Mean Chey Commune
200415|Trapeang Sdau Commune
200416|Tras Commune
200500|Svay Chrum District

# Page 51
200501|Ang Ta Sou Commune
200502|Basak Commune
200503|Chambak Commune
200504|Kampong Chamlang Commune
200505|Ta Suos Commune
200507|Chheu Teal Commune
200508|Doun Sa Commune
200509|Kouk Pring Commune
200510|Kraol Kou Commune
200511|Kruos Commune
200512|Pou Reach Commune
200513|Svay Ang Commune
200514|Svay Chrum Commune
200515|Svay Thum Commune
200516|Svay Yea Commune
200517|Thiok Commune
200600|Svay Rieng Municipality
200601|Sangkat Svay Rieng
200602|Sangkat Prey Chhlak
200603|Sangkat Koy Trabaek
200604|Sangkat Pou Ta Hao
200605|Sangkat Cheik
200606|Sangkat Svay Toea
200607|Sangkat Sangkhoar
200700|Svay Teab District
200701|Kokir Saom Commune
200702|Kandieng Reay Commune
200703|Meakhnoum Commune
200704|Popeaet Commune
200705|Prey Ta Ei Commune
200706|Prasout Commune
200707|Romeang Thkaol Commune
200708|Sambour Commune
200709|Svay Rumpear Commune

# Page 52
200800|Bavet Municipality
200801|Sangkat Bati
200802|Sangkat Bavet
200803|Sangkat Chrak Mtes
200804|Sangkat Prasat
200805|Sangkat Prey Angkuhn

# Province 21: Takeo
210000|Takeo Province
210100|Angkor Borei District
210101|Angkor Borei Commune
210102|Ba Srae Commune
210103|Kouk Thlok Commune
210104|Punley Commune
210105|Preaek Phtoul Commune
210106|Prey Phkoam Commune
210200|Bati District
210201|Chambak Commune
210202|Champei Commune
210203|Doung Commune
210204|Kandoeng Commune
210205|Komar Reachea Commune
210206|Krang Leav Commune
210207|Krang Thnong Commune
210208|Lumpung Commune
210209|Pea Ream Commune
210210|Put Sar Commune
210211|Souphi Commune
210212|Tang Doung Commune
210213|Tnaot Commune
210214|Trapeang Krasang Commune
210215|Trapeang Sab Commune
210300|Bourei Cholsar District
210301|Bourei Cholsar Commune
210302|Chey Chouk Commune
210303|Doung Khpuos Commune
210304|Kampong Krasang Commune
210305|Kouk Pou Commune
210400|Kiri Vong District
210401|Cheung Kuon Commune
210402|Kiri Vong Commune
210403|Phnum Den Commune
210404|Preaek Tnaot Commune
210405|Prey Khla Commune
210406|Samraong Commune
210407|Ta Phem Commune
210500|Kaoh Andaet District
210501|Angk Prasat Commune
210502|Kaoh Andaet Commune
210503|Kampong Reab Commune
210504|Prambei Mum Commune
210505|Prey Yuthka Commune
210506|Ta Suos Commune
210507|Tuol Snuol Commune
210600|Prey Kabbas District
210601|Angk Ta Saom Commune
210602|Cheang Tong Commune
210603|Chey Chouk Commune
210604|Kampong Rotes Commune
210605|Kus Commune
210606|Prey Kabbas Commune
210607|Prey Lvea Commune
210608|Prey Sralet Commune
210609|Snam Prampir Commune
210610|Snao Commune
210611|Srae Ronoung Commune
210612|Ta Phem Commune
210700|Samraong District
210701|Boeng Tranh Khang Cheung Commune
210702|Boeng Tranh Khang Tboung Commune
210703|Cheung Kuon Commune
210704|Chumreah Pen Commune
210705|Khvav Commune
210706|Lumchang Commune
210707|Rovieng Commune
210708|Samraong Commune
210709|Soeng Commune
210710|Sla Commune
210711|Trea Commune
210800|Doun Kaev Municipality
210801|Sangkat Baray
210802|Sangkat Roka Knong
210803|Sangkat Roka Krau
210900|Tram Kak District
210901|Ang Ta Saom Commune
210902|Cheang Tong Commune
210903|Kus Commune
210904|Leay Bour Commune
210905|Nhaeng Nhang Commune
210906|Ou Saray Commune
210907|Trapeang Kranhoung Commune
210908|Otdam Soriya Commune
210909|Popel Commune
210910|Samraong Commune
210911|Srae Ronoung Commune
210912|Ta Phem Commune
210913|Tram Kak Commune
210914|Trapeang Thum Khang Cheung Commune
210915|Trapeang Thum Khang Tboung Commune
211000|Treang District
211001|Angkanh Commune
211002|Ang Khnor Commune
211003|Chi Khma Commune
211004|Khvav Commune
211005|Prambei Mum Commune
211006|Ang Kaev Commune
211007|Prey Sloek Commune
211008|Roneam Commune
211009|Sambour Commune
211010|Sanlung Commune
211011|Smaong Commune
211012|Srangae Commune
211013|Thlok Commune
211014|Tralach Commune

# Province 22: Oddar Meanchey
220000|Oddar Meanchey Province
220100|Anlung Veang District
220101|Anlung Veang Commune
220103|Trapeang Tav Commune
220104|Trapeang Prei Commune
220105|Thma Commune
220106|Lumtong Commune
220200|Banteay Ampil District
220201|Ampil Commune
220202|Beng Commune
220203|Kouk Khpuos Commune
220204|Kouk Mon Commune
220300|Chong Kal District
220301|Cheung Tien Commune
220302|Chong Kal Commune
220303|Krasang Commune
220304|Pongro Commune
220400|Samraong Municipality
220401|Sangkat Bansay Reak
220402|Sangkat Bos Sbouv
220403|Sangkat Koun Kriel
220404|Sangkat Samraong
220405|Sangkat Ou Smach
220500|Trapeang Prasat District
220501|Bak Anlung Commune
220502|Ph'av Commune
220503|Ou Svay Commune
220504|Preah Pralay Commune
220505|Tumnub Dach Commune
220506|Trapeang Prasat Commune

# Province 23: Kep
230000|Kep Province
230100|Damnak Chang'aeu District
230101|Angkaol Commune
230103|Pong Tuek Commune
230200|Kaeb Municipality
230201|Sangkat Kaeb
230202|Sangkat Prey Thum
230203|Sangkat Ou Krasar

# Province 24: Pailin
240000|Pailin Province
240100|Pailin Municipality
240101|Sangkat Pailin
240102|Sangkat Ou Ta Vau
240103|Sangkat Tuol Lvea
240104|Sangkat Ba Yakha
240200|Sala Krau District
240201|Sala Krau Commune
240202|Stueng Trang Commune
240203|Stueng Kach Commune
240204|Ou Andoung Commune

# Province 25: Tboung Khmum
250000|Tboung Khmum Province
250100|Dambae District
250101|Chong Cheach Commune
250102|Dambae Commune
250103|Kouk Srok Commune
250104|Neang Teut Commune
250105|Seda Commune
250106|Tuek Chrov Commune
250107|Trapeang Pring Commune
250200|Krouch Chhmar District
250201|Chhuk Commune
250202|Chumnik Commune
250203|Kampong Treas Commune
250204|Kaoh Pir Commune
250205|Krouch Chhmar Commune
250206|Peus Muoy Commune
250207|Peus Pir Commune
250208|Preak A Chi Commune
250209|Roka Khnor Commune
250210|Svay Khleang Commune
250211|Trea Commune
250212|Tuol Snuol Commune
250300|Memut District
250301|Chan Mul Commune
250302|Choam Commune
250303|Choam Kravien Commune
250304|Choam Ta Mau Commune
250305|Dar Commune
250306|Kampoan Commune
250307|Memong Commune
250308|Memut Commune
250309|Rumchek Commune
250310|Tramung Commune
250311|Tunlung Commune
250312|Triek Commune
250313|Kokir Commune
250400|Ou Reang Ov District
250401|Ampil Ta Pok Commune
250402|Chak Commune
250403|Damrel Commune
250404|Kong Chey Commune
250405|Mien Commune
250406|Preah Theat Commune
250407|Tuol Souphi Commune
250500|Ponhea Kraek District
250501|Doun Tei Commune
250502|Kak Commune
250503|Kandaol Chrum Commune
250504|Kaong Kang Commune
250505|Kraek Commune
250506|Popel Commune
250507|Trapeang Phlong Commune
250508|Veal Mlu Commune
250600|Suong Municipality
250601|Sangkat Suong
250602|Sangkat Vihea Luong
250700|Tboung Khmum District
250701|Anhchaeum Commune
250702|Boeng Pruol Commune
250703|Chikor Commune
250704|Chirou Ti Muoy Commune
250705|Chirou Ti Pir Commune
250706|Chub Commune
250707|Kor Commune
250708|Lngieng Commune
250709|Mong Riev Commune
250710|Peam Chileang Commune
250711|Roka Po Pram Commune
250712|Sralab Commune
250713|Thma Pech Commune
250714|Tonle Bet Commune
